cup,result,group,date,matchnum,away,home,home_res,away_res,home_win,away_win,match,home_victories,away_victories,home_loss,away_loss,home_losses,away_losses,home_goals,away_goals,home_goals_against,away_goals_against
1994 FIFA World Cup USA ™,1-0,Round of 16,04 Jul 1994,Match 42,USA,Brazil,1,0,1,0,42,2,1,0,1,0,1,6,3,1,3
1986 FIFA World Cup Mexico ™,1-1,Group D,03 Jun 1986,Match 8,Northern Ireland,Algeria,1,1,0,0,8,0,0,0,0,0,0,0,0,0,0
1986 FIFA World Cup Mexico ™,1-2,Group B,03 Jun 1986,Match 7,Mexico,Belgium,1,2,0,1,7,0,0,1,0,0,0,0,0,0,0
1986 FIFA World Cup Mexico ™,1-0,Group F,03 Jun 1986,Match 9,England,Portugal,1,0,1,0,9,0,0,0,1,0,0,0,0,0,0
1986 FIFA World Cup Mexico ™,1-0,Group B,04 Jun 1986,Match 10,Iraq,Paraguay,1,0,1,0,10,0,0,0,1,0,0,0,0,0,0
1986 FIFA World Cup Mexico ™,0-1,Group E,04 Jun 1986,Match 12,Denmark,Scotland,0,1,0,1,12,0,0,1,0,0,0,0,0,0,0
1998 FIFA World Cup France ™,0-0,Group D,19 Jun 1998,Match 24,Paraguay,Spain,0,0,0,0,24,0,0,0,0,1,0,2,0,2,0
1998 FIFA World Cup France ™,0-1,Group H,20 Jun 1998,Match 27,Croatia,Japan,0,1,0,1,27,0,1,1,0,1,0,0,3,0,3
1998 FIFA World Cup France ™,2-2,Group E,20 Jun 1998,Match 26,Mexico,Belgium,2,2,0,0,26,0,1,0,0,0,0,0,3,0,3
1998 FIFA World Cup France ™,5-0,Group E,20 Jun 1998,Match 25,Korea Republic,Netherlands,5,0,1,0,25,0,0,0,1,0,1,0,1,0,1
1998 FIFA World Cup France ™,2-2,Group F,21 Jun 1998,Match 29,Yugoslavia,Germany,2,2,0,0,29,1,1,0,0,0,0,2,1,0,0
1982 FIFA World Cup Spain ™,0-0,Group 1,14 Jun 1982,Match 2,Poland,Italy,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,2-1,Group 6,14 Jun 1982,Match 3,Soviet Union,Brazil,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,0-0,Group 1,15 Jun 1982,Match 4,Cameroon,Peru,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,10-1,Group 3,15 Jun 1982,Match 5,El Salvador,Hungary,10,1,1,0,5,0,0,0,1,0,0,0,0,0,0
1978 FIFA World Cup Argentina ™,2-1,Match for third place,24 Jun 1978,Match 37,Italy,Brazil,2,1,1,0,37,3,4,0,1,0,1,8,8,4,6
1978 FIFA World Cup Argentina ™,3-1,Final,25 Jun 1978,Match 38,Netherlands,Argentina,3,1,1,0,38,4,3,0,1,1,1,12,14,4,11
1974 FIFA World Cup Germany ™,0-0,Group 2,13 Jun 1974,Match 3,Yugoslavia,Brazil,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,2-2,Group B,20 Jun 2006,Match 35,England,Sweden,2,2,0,0,35,1,2,0,0,0,0,1,3,0,0
2006 FIFA World Cup Germany ™,2-0,Group B,20 Jun 2006,Match 36,Trinidad and Tobago,Paraguay,2,0,1,0,36,0,0,0,1,2,1,0,0,0,0
2006 FIFA World Cup Germany ™,1-1,Group D,21 Jun 2006,Match 40,Angola,Iran,1,1,0,0,40,0,0,0,0,0,1,0,0,0,0
2006 FIFA World Cup Germany ™,2-1,Group D,21 Jun 2006,Match 39,Mexico,Portugal,2,1,1,0,39,2,1,0,1,0,0,3,3,0,3
1958 FIFA World Cup Sweden ™,3-0,Group 3,08 Jun 1958,Match 1,Mexico,Sweden,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,3-2,Quarter-finals,01 Jul 1990,Match 48,Cameroon,England,3,2,1,0,48,2,3,0,1,0,1,3,5,1,4
1990 FIFA World Cup Italy ™,1-1,Semi-finals,03 Jul 1990,Match 49,Argentina,Italy,1,1,0,0,49,5,2,0,0,0,1,7,4,0,1
1990 FIFA World Cup Italy ™,1-1,Semi-finals,04 Jul 1990,Match 50,England,Germany FR,1,1,0,0,50,4,3,0,0,0,0,13,6,12,4
1990 FIFA World Cup Italy ™,2-1,Match for third place,07 Jul 1990,Match 51,England,Italy,2,1,1,0,51,5,3,0,1,0,0,8,7,1,5
2002 FIFA World Cup Korea/Japan ™,4-0,Group D,10 Jun 2002,Match 32,Poland,Portugal,4,0,1,0,32,0,0,0,1,1,1,2,0,2,0
2002 FIFA World Cup Korea/Japan ™,1-1,Group H,10 Jun 2002,Match 31,Belgium,Tunisia,1,1,0,0,31,0,0,0,0,1,0,0,2,0,2
2002 FIFA World Cup Korea/Japan ™,2-0,Group A,11 Jun 2002,Match 33,France,Denmark,2,0,1,0,33,1,0,0,1,0,1,3,0,3,0
2002 FIFA World Cup Korea/Japan ™,3-3,Group A,11 Jun 2002,Match 34,Uruguay,Senegal,3,3,0,0,34,1,0,0,0,0,1,2,1,1,1
1994 FIFA World Cup USA ™,1-2,Round of 16,05 Jul 1994,Match 43,Italy,Nigeria,1,2,0,1,43,2,1,1,0,1,1,6,2,1,1
1994 FIFA World Cup USA ™,1-1,Round of 16,05 Jul 1994,Match 44,Bulgaria,Mexico,1,1,0,0,44,1,2,0,0,1,1,3,6,3,0
1994 FIFA World Cup USA ™,2-1,Quarter-finals,09 Jul 1994,Match 45,Spain,Italy,2,1,1,0,45,2,2,0,1,1,0,4,9,3,6
1994 FIFA World Cup USA ™,2-3,Quarter-finals,09 Jul 1994,Match 46,Brazil,Netherlands,2,3,0,1,46,3,3,1,0,1,0,6,7,4,1
1994 FIFA World Cup USA ™,2-1,Quarter-finals,10 Jul 1994,Match 47,Germany,Bulgaria,2,1,1,0,47,2,3,0,1,1,0,7,8,1,7
1986 FIFA World Cup Mexico ™,1-1,Group E,04 Jun 1986,Match 11,Germany FR,Uruguay,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0
1986 FIFA World Cup Mexico ™,1-1,Group A,05 Jun 1986,Match 13,Argentina,Italy,1,1,0,0,13,0,1,0,0,0,0,1,3,1,3
1986 FIFA World Cup Mexico ™,1-1,Group C,05 Jun 1986,Match 15,Soviet Union,France,1,1,0,0,15,1,1,0,0,0,0,1,6,0,0
1986 FIFA World Cup Mexico ™,1-1,Group A,05 Jun 1986,Match 14,Bulgaria,Korea Republic,1,1,0,0,14,0,0,0,0,1,0,1,1,1,1
1998 FIFA World Cup France ™,5-0,Group H,21 Jun 1998,Match 28,Jamaica,Argentina,5,0,1,0,28,1,0,0,1,0,1,1,1,0,1
1998 FIFA World Cup France ™,1-2,Group F,21 Jun 1998,Match 30,Iran,USA,1,2,0,1,30,0,0,1,0,1,1,0,0,0,0
1998 FIFA World Cup France ™,1-0,Group G,22 Jun 1998,Match 31,Tunisia,Colombia,1,0,1,0,31,0,0,0,1,1,1,0,0,0,0
1998 FIFA World Cup France ™,2-1,Group G,22 Jun 1998,Match 32,England,Romania,2,1,1,0,32,1,1,0,1,0,0,1,2,0,0
1998 FIFA World Cup France ™,2-1,Group B,23 Jun 1998,Match 33,Austria,Italy,2,1,1,0,33,1,0,0,1,0,0,5,2,2,2
1970 FIFA World Cup Mexico ™,0-0,Group 1,31 May 1970,Match 1,Soviet Union,Mexico,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,5-2,Group 6,15 Jun 1982,Match 6,New Zealand,Scotland,5,2,1,0,6,0,0,0,1,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,1-2,Group 2,16 Jun 1982,Match 7,Algeria,Germany FR,1,2,0,1,7,0,0,1,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,3-1,Group 4,16 Jun 1982,Match 8,France,England,3,1,1,0,8,0,0,0,1,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,1-1,Group 5,16 Jun 1982,Match 9,Honduras,Spain,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,0-1,Group 2,17 Jun 1982,Match 10,Austria,Chile,0,1,0,1,10,0,0,1,0,0,0,0,0,0,0
1954 FIFA World Cup Switzerland ™,2-0,Group 3,16 Jun 1954,Match 1,Czechoslovakia,Uruguay,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,1-0,Group 1,14 Jun 1974,Match 1,Chile,Germany FR,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,2-0,Group 1,14 Jun 1974,Match 2,Australia,German DR,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,0-2,Group 2,14 Jun 1974,Match 4,Scotland,Zaire,0,2,0,1,4,0,0,1,0,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,0-2,Group 3,15 Jun 1974,Match 5,Netherlands,Uruguay,0,2,0,1,5,0,0,1,0,0,0,0,0,0,0
1966 FIFA World Cup England ™,0-0,Group 1,11 Jul 1966,Match 1,Uruguay,England,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,0-0,Group C,21 Jun 2006,Match 37,Argentina,Netherlands,0,0,0,0,37,2,2,0,0,0,0,3,8,2,2
2006 FIFA World Cup Germany ™,3-2,Group C,21 Jun 2006,Match 38,Serbia and Montenegro,Côte d'Ivoire,3,2,1,0,38,0,0,0,1,2,2,2,0,2,0
2006 FIFA World Cup Germany ™,0-2,Group E,22 Jun 2006,Match 41,Italy,Czech Republic,0,2,0,1,41,1,1,1,0,1,0,3,3,0,1
2006 FIFA World Cup Germany ™,2-1,Group E,22 Jun 2006,Match 42,USA,Ghana,2,1,1,0,42,1,0,0,1,1,1,2,1,0,1
1962 FIFA World Cup Chile ™,2-1,Group 1,30 May 1962,Match 1,Colombia,Uruguay,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,2-2,Group 4,08 Jun 1958,Match 5,England,Soviet Union,2,2,0,0,5,0,0,0,0,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,1-3,Group 1,08 Jun 1958,Match 7,Germany FR,Argentina,1,3,0,1,7,0,0,1,0,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,1-1,Group 3,08 Jun 1958,Match 2,Wales,Hungary,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,7-3,Group 2,08 Jun 1958,Match 3,Paraguay,France,7,3,1,0,3,0,0,0,1,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,1-1,Group 2,08 Jun 1958,Match 4,Scotland,Yugoslavia,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0
1990 FIFA World Cup Italy ™,1-0,Final,08 Jul 1990,Match 52,Argentina,Germany FR,1,0,1,0,52,4,2,0,1,0,1,14,5,13,2
2002 FIFA World Cup Korea/Japan ™,0-3,Group E,11 Jun 2002,Match 36,Republic of Ireland,Saudi Arabia,0,3,0,1,36,0,0,1,0,2,0,0,2,0,2
2002 FIFA World Cup Korea/Japan ™,0-2,Group E,11 Jun 2002,Match 35,Germany,Cameroon,0,2,0,1,35,1,1,1,0,0,0,2,9,1,1
2002 FIFA World Cup Korea/Japan ™,1-1,Group F,12 Jun 2002,Match 37,Argentina,Sweden,1,1,0,0,37,1,1,0,0,0,1,3,1,3,0
2002 FIFA World Cup Korea/Japan ™,0-0,Group F,12 Jun 2002,Match 38,England,Nigeria,0,0,0,0,38,0,1,0,0,2,0,1,2,1,1
2002 FIFA World Cup Korea/Japan ™,1-3,Group B,12 Jun 2002,Match 40,Paraguay,Slovenia,1,3,0,1,40,0,0,1,0,2,1,1,3,1,3
1994 FIFA World Cup USA ™,2-2,Quarter-finals,10 Jul 1994,Match 48,Sweden,Romania,2,2,0,0,48,3,2,0,0,1,0,8,9,7,9
1994 FIFA World Cup USA ™,1-2,Semi-finals,13 Jul 1994,Match 49,Italy,Bulgaria,1,2,0,1,49,3,3,1,0,1,1,9,6,3,5
1994 FIFA World Cup USA ™,0-1,Semi-finals,13 Jul 1994,Match 50,Brazil,Sweden,0,1,0,1,50,2,4,1,0,0,0,11,10,11,4
1994 FIFA World Cup USA ™,4-0,Match for third place,16 Jul 1994,Match 51,Bulgaria,Sweden,4,0,1,0,51,2,3,0,1,1,2,11,10,11,4
1994 FIFA World Cup USA ™,0-0,Final,17 Jul 1994,Match 52,Italy,Brazil,0,0,0,0,52,5,4,0,0,0,1,11,8,4,7
1986 FIFA World Cup Mexico ™,2-0,Group C,06 Jun 1986,Match 16,Canada,Hungary,2,0,1,0,16,0,0,0,1,1,1,0,0,0,0
1986 FIFA World Cup Mexico ™,1-0,Group D,06 Jun 1986,Match 17,Algeria,Brazil,1,0,1,0,17,1,0,0,1,0,0,1,1,0,1
1986 FIFA World Cup Mexico ™,0-0,Group F,06 Jun 1986,Match 18,Morocco,England,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0
1986 FIFA World Cup Mexico ™,1-2,Group D,07 Jun 1986,Match 20,Spain,Northern Ireland,1,2,0,1,20,0,0,1,0,0,1,1,0,1,0
1998 FIFA World Cup France ™,1-1,Group B,23 Jun 1998,Match 36,Cameroon,Chile,1,1,0,0,36,0,0,0,0,0,1,3,1,3,1
1998 FIFA World Cup France ™,0-3,Group A,23 Jun 1998,Match 34,Morocco,Scotland,0,3,0,1,34,0,0,1,0,1,1,2,2,2,2
1998 FIFA World Cup France ™,1-2,Group A,23 Jun 1998,Match 35,Norway,Brazil,1,2,0,1,35,2,0,1,0,0,0,5,3,2,3
1998 FIFA World Cup France ™,2-1,Group C,24 Jun 1998,Match 38,Denmark,France,2,1,1,0,38,2,1,0,1,0,0,7,2,0,1
1998 FIFA World Cup France ™,2-2,Group C,24 Jun 1998,Match 40,Saudi Arabia,South Africa,2,2,0,0,40,0,0,0,0,1,2,1,0,1,0
1970 FIFA World Cup Mexico ™,2-0,Group 2,02 Jun 1970,Match 2,Israel,Uruguay,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0
1970 FIFA World Cup Mexico ™,3-2,Group 4,02 Jun 1970,Match 4,Bulgaria,Peru,3,2,1,0,4,0,0,0,1,0,0,0,0,0,0
1970 FIFA World Cup Mexico ™,1-0,Group 3,02 Jun 1970,Match 3,Romania,England,1,0,1,0,3,0,0,0,1,0,0,0,0,0,0
1970 FIFA World Cup Mexico ™,1-0,Group 2,03 Jun 1970,Match 6,Sweden,Italy,1,0,1,0,6,0,0,0,1,0,0,0,0,0,0
1970 FIFA World Cup Mexico ™,2-1,Group 4,03 Jun 1970,Match 8,Morocco,Germany FR,2,1,1,0,8,0,0,0,1,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,1-1,Group 4,17 Jun 1982,Match 11,Kuwait,Czechoslovakia,1,1,0,0,11,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,0-0,Group 5,17 Jun 1982,Match 12,Northern Ireland,Yugoslavia,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,1-1,Group 1,18 Jun 1982,Match 13,Peru,Italy,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,4-1,Group 3,18 Jun 1982,Match 14,Hungary,Argentina,4,1,1,0,14,0,1,0,1,1,0,0,10,0,10
1954 FIFA World Cup Switzerland ™,1-0,Group 3,16 Jun 1954,Match 2,Scotland,Austria,1,0,1,0,2,0,0,0,1,0,0,0,0,0,0
1954 FIFA World Cup Switzerland ™,5-0,Group 1,16 Jun 1954,Match 3,Mexico,Brazil,5,0,1,0,3,0,0,0,1,0,0,0,0,0,0
1954 FIFA World Cup Switzerland ™,1-0,Group 1,16 Jun 1954,Match 4,France,Yugoslavia,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0
1954 FIFA World Cup Switzerland ™,4-1,Group 2,17 Jun 1954,Match 5,Turkey,Germany FR,4,1,1,0,5,1,0,0,1,0,1,7,2,7,2
1954 FIFA World Cup Switzerland ™,9-0,Group 2,17 Jun 1954,Match 8,Korea Republic,Hungary,9,0,1,0,8,0,0,0,1,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,0-0,Group 3,15 Jun 1974,Match 6,Bulgaria,Sweden,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,3-1,Group 4,15 Jun 1974,Match 7,Haiti,Italy,3,1,1,0,7,0,0,0,1,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,3-2,Group 4,15 Jun 1974,Match 8,Argentina,Poland,3,2,1,0,8,0,0,0,1,0,0,0,0,0,0
1974 FIFA World Cup Germany ™,0-3,Group 1,18 Jun 1974,Match 10,Germany FR,Australia,0,3,0,1,10,0,1,1,0,1,0,0,1,0,0
1974 FIFA World Cup Germany ™,0-0,Group 2,18 Jun 1974,Match 12,Brazil,Scotland,0,0,0,0,12,1,0,0,0,0,0,2,0,0,0
1966 FIFA World Cup England ™,5-0,Group 2,12 Jul 1966,Match 2,Switzerland,Germany FR,5,0,1,0,2,0,0,0,1,0,0,0,0,0,0
1966 FIFA World Cup England ™,2-0,Group 3,12 Jul 1966,Match 3,Bulgaria,Brazil,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0
1966 FIFA World Cup England ™,3-0,Group 4,12 Jul 1966,Match 4,Korea DPR,Soviet Union,3,0,1,0,4,0,0,0,1,0,0,0,0,0,0
1966 FIFA World Cup England ™,1-1,Group 1,13 Jul 1966,Match 5,Mexico,France,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0
2006 FIFA World Cup Germany ™,1-4,Group F,22 Jun 2006,Match 43,Brazil,Japan,1,4,0,1,43,0,2,1,0,1,0,1,3,1,0
2006 FIFA World Cup Germany ™,2-2,Group F,22 Jun 2006,Match 44,Australia,Croatia,2,2,0,0,44,0,1,0,0,1,1,0,3,0,3
2006 FIFA World Cup Germany ™,1-0,Group H,23 Jun 2006,Match 48,Tunisia,Ukraine,1,0,1,0,48,1,0,0,1,1,1,4,3,0,3
2006 FIFA World Cup Germany ™,0-1,Group H,23 Jun 2006,Match 47,Spain,Saudi Arabia,0,1,0,1,47,0,2,1,0,1,0,2,7,2,3
1962 FIFA World Cup Chile ™,2-0,Group 3,30 May 1962,Match 3,Mexico,Brazil,2,0,1,0,3,0,0,0,1,0,0,0,0,0,0
1962 FIFA World Cup Chile ™,1-0,Group 4,30 May 1962,Match 4,Bulgaria,Argentina,1,0,1,0,4,0,0,0,1,0,0,0,0,0,0
1962 FIFA World Cup Chile ™,3-1,Group 2,30 May 1962,Match 2,Switzerland,Chile,3,1,1,0,2,0,0,0,1,0,0,0,0,0,0
1962 FIFA World Cup Chile ™,2-0,Group 1,31 May 1962,Match 5,Yugoslavia,Soviet Union,2,0,1,0,5,0,0,0,1,0,0,0,0,0,0
1962 FIFA World Cup Chile ™,1-0,Group 3,31 May 1962,Match 7,Spain,Czechoslovakia,1,0,1,0,7,0,0,0,1,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,3-0,Group 4,08 Jun 1958,Match 6,Austria,Brazil,3,0,1,0,6,0,0,0,1,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,1-0,Group 1,08 Jun 1958,Match 8,Czechoslovakia,Northern Ireland,1,0,1,0,8,0,0,0,1,0,0,0,0,0,0
1958 FIFA World Cup Sweden ™,0-0,Group 4,11 Jun 1958,Match 12,England,Brazil,0,0,0,0,12,1,0,0,0,0,0,3,2,0,2
1958 FIFA World Cup Sweden ™,1-1,Group 3,11 Jun 1958,Match 9,Wales,Mexico,1,1,0,0,9,0,0,0,0,1,0,0,1,0,1
1958 FIFA World Cup Sweden ™,3-2,Group 2,11 Jun 1958,Match 10,Scotland,Paraguay,3,2,1,0,10,0,0,0,1,1,0,3,1,3,1
2002 FIFA World Cup Korea/Japan ™,2-3,Group B,12 Jun 2002,Match 39,Spain,South Africa,2,3,0,1,39,1,2,1,0,0,0,3,6,2,6
2002 FIFA World Cup Korea/Japan ™,2-5,Group C,13 Jun 2002,Match 41,Brazil,Costa Rica,2,5,0,1,41,1,2,1,0,0,0,3,6,1,2
2002 FIFA World Cup Korea/Japan ™,3-0,Group C,13 Jun 2002,Match 42,China PR,Turkey,3,0,1,0,42,0,0,0,1,1,2,2,0,2,0
2002 FIFA World Cup Korea/Japan ™,1-0,Group G,13 Jun 2002,Match 44,Croatia,Ecuador,1,0,1,0,44,0,1,0,1,2,1,1,2,1,2
1986 FIFA World Cup Mexico ™,1-1,Group B,07 Jun 1986,Match 19,Paraguay,Mexico,1,1,0,0,19,1,1,0,0,0,0,2,1,2,0
1986 FIFA World Cup Mexico ™,1-0,Group F,07 Jun 1986,Match 21,Portugal,Poland,1,0,1,0,21,0,1,0,1,0,0,0,1,0,0
1986 FIFA World Cup Mexico ™,1-2,Group B,08 Jun 1986,Match 22,Belgium,Iraq,1,2,0,1,22,0,0,1,0,1,1,0,1,0,1
1986 FIFA World Cup Mexico ™,6-1,Group E,08 Jun 1986,Match 24,Uruguay,Denmark,6,1,1,0,24,1,0,0,1,0,0,1,1,0,1
1986 FIFA World Cup Mexico ™,2-1,Group E,08 Jun 1986,Match 23,Scotland,Germany FR,2,1,1,0,23,0,0,0,1,0,1,1,0,1,0
1998 FIFA World Cup France ™,6-1,Group D,24 Jun 1998,Match 37,Bulgaria,Spain,6,1,1,0,37,0,0,0,1,1,1,2,0,2,0
1998 FIFA World Cup France ™,1-3,Group D,24 Jun 1998,Match 39,Paraguay,Nigeria,1,3,0,1,39,2,0,1,0,0,0,4,0,3,0
1998 FIFA World Cup France ™,1-1,Group E,25 Jun 1998,Match 41,Korea Republic,Belgium,1,1,0,0,41,0,0,0,0,0,2,2,1,2,1
1998 FIFA World Cup France ™,2-2,Group E,25 Jun 1998,Match 42,Mexico,Netherlands,2,2,0,0,42,1,1,0,0,0,0,5,5,0,5
1970 FIFA World Cup Mexico ™,4-1,Group 3,03 Jun 1970,Match 7,Czechoslovakia,Brazil,4,1,1,0,7,0,0,0,1,0,0,0,0,0,0
1970 FIFA World Cup Mexico ™,3-0,Group 1,03 Jun 1970,Match 5,El Salvador,Belgium,3,0,1,0,5,0,0,0,1,0,0,0,0,0,0
1970 FIFA World Cup Mexico ™,0-0,Group 2,06 Jun 1970,Match 10,Italy,Uruguay,0,0,0,0,10,1,1,0,0,0,0,2,1,0,0
1970 FIFA World Cup Mexico ™,3-0,Group 4,06 Jun 1970,Match 12,Morocco,Peru,3,0,1,0,12,1,0,0,1,0,1,3,1,3,1
1982 FIFA World Cup Spain ™,4-1,Group 6,18 Jun 1982,Match 15,Scotland,Brazil,4,1,1,0,15,1,1,0,1,0,0,2,5,2,5
1982 FIFA World Cup Spain ™,0-0,Group 1,19 Jun 1982,Match 16,Cameroon,Poland,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
1982 FIFA World Cup Spain ™,1-0,Group 3,19 Jun 1982,Match 17,El Salvador,Belgium,1,0,1,0,17,1,0,0,1,0,1,1,1,0,1
1982 FIFA World Cup Spain ™,3-0,Group 6,19 Jun 1982,Match 18,New Zealand,Soviet Union,3,0,1,0,18,0,0,0,1,1,1,1,2,1,2
1954 FIFA World Cup Switzerland ™,4-4,Group 4,17 Jun 1954,Match 6,Belgium,England,4,4,0,0,6,0,0,0,0,0,0,0,0,0,0
1954 FIFA World Cup Switzerland ™,2-1,Group 4,17 Jun 1954,Match 7,Italy,Switzerland,2,1,1,0,7,0,0,0,1,0,0,0,0,0,0
1954 FIFA World Cup Switzerland ™,7-0,Group 3,19 Jun 1954,Match 12,Scotland,Uruguay,7,0,1,0,12,1,0,0,1,0,1,2,0,0,0
1954 FIFA World Cup Switzerland ™,5-0,Group 3,19 Jun 1954,Match 9,Czechoslovakia,Austria,5,0,1,0,9,1,0,0,1,0,1,1,0,0,0
1974 FIFA World Cup Germany ™,1-1,Group 1,18 Jun 1974,Match 9,German DR,Chile,1,1,0,0,9,0,1,0,0,1,0,0,2,0,0
1974 FIFA World Cup Germany ™,9-0,Group 2,18 Jun 1974,Match 11,Zaire,Yugoslavia,9,0,1,0,11,0,0,0,1,0,1,0,0,0,0
1974 FIFA World Cup Germany ™,0-0,Group 3,19 Jun 1974,Match 13,Sweden,Netherlands,0,0,0,0,13,1,0,0,0,0,0,2,0,0,0
1974 FIFA World Cup Germany ™,1-1,Group 3,19 Jun 1974,Match 14,Uruguay,Bulgaria,1,1,0,0,14,0,0,0,0,0,1,0,0,0,0
1966 FIFA World Cup England ™,3-1,Group 3,13 Jul 1966,Match 7,Hungary,Portugal,3,1,1,0,7,0,0,0,1,0,0,0,0,0,0
1966 FIFA World Cup England ™,2-1,Group 2,13 Jul 1966,Match 6,Spain,Argentina,2,1,1,0,6,0,0,0,1,0,0,0,0,0,0
1966 FIFA World Cup England ™,2-0,Group 4,13 Jul 1966,Match 8,Chile,Italy,2,0,1,0,8,0,0,0,1,0,0,0,0,0,0
1966 FIFA World Cup England ™,2-1,Group 1,15 Jul 1966,Match 9,France,Uruguay,2,1,1,0,9,0,0,0,1,0,0,0,1,0,1
2006 FIFA World Cup Germany ™,0-2,Group G,23 Jun 2006,Match 45,France,Togo,0,2,0,1,45,0,0,1,0,2,0,1,1,1,1
2006 FIFA World Cup Germany ™,2-0,Group G,23 Jun 2006,Match 46,Korea Republic,Switzerland,2,0,1,0,46,1,1,0,1,0,0,2,3,0,3
2006 FIFA World Cup Germany ™,2-0,Round of 16,24 Jun 2006,Match 49,Sweden,Germany,2,0,1,0,49,3,1,0,1,0,0,8,3,4,2
2006 FIFA World Cup Germany ™,2-1,Round of 16,24 Jun 2006,Match 50,Mexico,Argentina,2,1,1,0,50,2,1,0,1,0,1,8,4,2,4
2006 FIFA World Cup Germany ™,1-0,Round of 16,25 Jun 2006,Match 51,Ecuador,England,1,0,1,0,51,2,2,0,1,0,1,5,5,2,0
1962 FIFA World Cup Chile ™,2-1,Group 4,31 May 1962,Match 8,England,Hungary,2,1,1,0,8,0,0,0,1,0,0,0,0,0,0
1962 FIFA World Cup Chile ™,0-0,Group 2,31 May 1962,Match 6,Italy,Germany FR,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
1962 FIFA World Cup Chile ™,3-1,Group 1,02 Jun 1962,Match 9,Uruguay,Yugoslavia,3,1,1,0,9,0,1,0,1,1,0,0,2,0,2
1962 FIFA World Cup Chile ™,0-0,Group 3,02 Jun 1962,Match 11,Czechoslovakia,Brazil,0,0,0,0,11,1,1,0,0,0,0,2,1,0,0
1962 FIFA World Cup Chile ™,3-1,Group 4,02 Jun 1962,Match 12,Argentina,England,3,1,1,0,12,0,1,0,1,1,0,1,1,1,0
1958 FIFA World Cup Sweden ™,3-2,Group 2,11 Jun 1958,Match 11,France,Yugoslavia,3,2,1,0,11,0,1,0,1,0,0,1,7,1,7
1958 FIFA World Cup Sweden ™,2-0,Group 4,11 Jun 1958,Match 13,Austria,Soviet Union,2,0,1,0,13,0,0,0,1,0,1,2,0,2,0
1958 FIFA World Cup Sweden ™,2-2,Group 1,11 Jun 1958,Match 14,Czechoslovakia,Germany FR,2,2,0,0,14,1,0,0,0,0,1,3,0,3,0
1958 FIFA World Cup Sweden ™,3-1,Group 1,11 Jun 1958,Match 15,Northern Ireland,Argentina,3,1,1,0,15,0,1,0,1,1,0,1,1,1,0
2002 FIFA World Cup Korea/Japan ™,1-1,Group G,13 Jun 2002,Match 43,Italy,Mexico,1,1,0,0,43,2,1,0,0,0,1,3,3,2,1
2002 FIFA World Cup Korea/Japan ™,0-2,Group H,14 Jun 2002,Match 45,Japan,Tunisia,0,2,0,1,45,0,1,1,0,1,0,1,3,1,2
